ZEIT,RAUM,MERKMAL,WERT
31.12.2011,98 Amelsbüren,Deutsche mit persönlicher Migrationsvorgeschichte,618
31.12.2011,98 Amelsbüren,Deutsche mit vererbter Migrationsvorgeschichte,358
31.12.2011,98 Amelsbüren,Deutsche ohne erkennbare Migrationsvorgeschichte,4885
31.12.2012,11 Aegidii,Ausländer,99
31.12.2012,11 Aegidii,Deutsche mit persönlicher Migrationsvorgeschichte,93
31.12.2012,11 Aegidii,Deutsche mit vererbter Migrationsvorgeschichte,27
31.12.2012,11 Aegidii,Deutsche ohne erkennbare Migrationsvorgeschichte,1235
31.12.2012,12 Überwasser,Ausländer,133
31.12.2012,12 Überwasser,Deutsche mit persönlicher Migrationsvorgeschichte,85
31.12.2012,12 Überwasser,Deutsche mit vererbter Migrationsvorgeschichte,18
31.12.2012,12 Überwasser,Deutsche ohne erkennbare Migrationsvorgeschichte,1148
31.12.2012,13 Dom,Ausländer,184
31.12.2012,13 Dom,Deutsche mit persönlicher Migrationsvorgeschichte,157
31.12.2012,13 Dom,Deutsche mit vererbter Migrationsvorgeschichte,18
31.12.2012,13 Dom,Deutsche ohne erkennbare Migrationsvorgeschichte,1869
31.12.2012,14 Buddenturm,Ausländer,149
31.12.2012,14 Buddenturm,Deutsche mit persönlicher Migrationsvorgeschichte,149
31.12.2012,14 Buddenturm,Deutsche mit vererbter Migrationsvorgeschichte,33
31.12.2012,14 Buddenturm,Deutsche ohne erkennbare Migrationsvorgeschichte,2032
31.12.2012,15 Martini,Ausländer,122
31.12.2012,15 Martini,Deutsche mit persönlicher Migrationsvorgeschichte,77
31.12.2012,15 Martini,Deutsche mit vererbter Migrationsvorgeschichte,11
31.12.2012,15 Martini,Deutsche ohne erkennbare Migrationsvorgeschichte,1167
31.12.2012,21 Pluggendorf,Ausländer,295
31.12.2012,21 Pluggendorf,Deutsche mit persönlicher Migrationsvorgeschichte,301
31.12.2012,21 Pluggendorf,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2012,21 Pluggendorf,Deutsche ohne erkennbare Migrationsvorgeschichte,3766
31.12.2012,22 Josef,Ausländer,563
31.12.2012,22 Josef,Deutsche mit persönlicher Migrationsvorgeschichte,467
31.12.2012,22 Josef,Deutsche mit vererbter Migrationsvorgeschichte,84
31.12.2012,22 Josef,Deutsche ohne erkennbare Migrationsvorgeschichte,7295
31.12.2012,23 Bahnhof,Ausländer,108
31.12.2012,23 Bahnhof,Deutsche mit persönlicher Migrationsvorgeschichte,75
31.12.2012,23 Bahnhof,Deutsche mit vererbter Migrationsvorgeschichte,19
31.12.2012,23 Bahnhof,Deutsche ohne erkennbare Migrationsvorgeschichte,921
31.12.2012,24 Hansaplatz,Ausländer,474
31.12.2012,24 Hansaplatz,Deutsche mit persönlicher Migrationsvorgeschichte,391
31.12.2012,24 Hansaplatz,Deutsche mit vererbter Migrationsvorgeschichte,109
31.12.2012,24 Hansaplatz,Deutsche ohne erkennbare Migrationsvorgeschichte,5961
31.12.2012,25 Mauritz-West,Ausländer,317
31.12.2012,25 Mauritz-West,Deutsche mit persönlicher Migrationsvorgeschichte,299
31.12.2012,25 Mauritz-West,Deutsche mit vererbter Migrationsvorgeschichte,70
31.12.2012,25 Mauritz-West,Deutsche ohne erkennbare Migrationsvorgeschichte,5455
31.12.2012,26 Schlachthof,Ausländer,310
31.12.2012,26 Schlachthof,Deutsche mit persönlicher Migrationsvorgeschichte,420
31.12.2012,26 Schlachthof,Deutsche mit vererbter Migrationsvorgeschichte,181
31.12.2012,26 Schlachthof,Deutsche ohne erkennbare Migrationsvorgeschichte,4230
31.12.2012,27 Kreuz,Ausländer,550
31.12.2012,27 Kreuz,Deutsche mit persönlicher Migrationsvorgeschichte,607
31.12.2012,27 Kreuz,Deutsche mit vererbter Migrationsvorgeschichte,171
31.12.2012,27 Kreuz,Deutsche ohne erkennbare Migrationsvorgeschichte,11274
31.12.2012,28 Neutor,Ausländer,440
31.12.2012,28 Neutor,Deutsche mit persönlicher Migrationsvorgeschichte,297
31.12.2012,28 Neutor,Deutsche mit vererbter Migrationsvorgeschichte,74
31.12.2012,28 Neutor,Deutsche ohne erkennbare Migrationsvorgeschichte,3570
31.12.2012,29 Schloss,Ausländer,184
31.12.2012,29 Schloss,Deutsche mit persönlicher Migrationsvorgeschichte,149
31.12.2012,29 Schloss,Deutsche mit vererbter Migrationsvorgeschichte,29
31.12.2012,29 Schloss,Deutsche ohne erkennbare Migrationsvorgeschichte,1879
31.12.2012,31 Aaseestadt,Ausländer,537
31.12.2012,31 Aaseestadt,Deutsche mit persönlicher Migrationsvorgeschichte,582
31.12.2012,31 Aaseestadt,Deutsche mit vererbter Migrationsvorgeschichte,187
31.12.2012,31 Aaseestadt,Deutsche ohne erkennbare Migrationsvorgeschichte,4236
31.12.2012,32 Geist,Ausländer,572
31.12.2012,32 Geist,Deutsche mit persönlicher Migrationsvorgeschichte,667
31.12.2012,32 Geist,Deutsche mit vererbter Migrationsvorgeschichte,212
31.12.2012,32 Geist,Deutsche ohne erkennbare Migrationsvorgeschichte,7433
31.12.2012,33 Schützenhof,Ausländer,702
31.12.2012,33 Schützenhof,Deutsche mit persönlicher Migrationsvorgeschichte,668
31.12.2012,33 Schützenhof,Deutsche mit vererbter Migrationsvorgeschichte,209
31.12.2012,33 Schützenhof,Deutsche ohne erkennbare Migrationsvorgeschichte,5934
31.12.2012,34 Düesberg,Ausländer,349
31.12.2012,34 Düesberg,Deutsche mit persönlicher Migrationsvorgeschichte,499
31.12.2012,34 Düesberg,Deutsche mit vererbter Migrationsvorgeschichte,148
31.12.2012,34 Düesberg,Deutsche ohne erkennbare Migrationsvorgeschichte,5998
31.12.2012,43 Hafen,Ausländer,118
31.12.2012,43 Hafen,Deutsche mit persönlicher Migrationsvorgeschichte,50
31.12.2012,43 Hafen,Deutsche mit vererbter Migrationsvorgeschichte,21
31.12.2012,43 Hafen,Deutsche ohne erkennbare Migrationsvorgeschichte,855
31.12.2012,44 Herz-Jesu,Ausländer,297
31.12.2012,44 Herz-Jesu,Deutsche mit persönlicher Migrationsvorgeschichte,365
31.12.2012,44 Herz-Jesu,Deutsche mit vererbter Migrationsvorgeschichte,100
31.12.2012,44 Herz-Jesu,Deutsche ohne erkennbare Migrationsvorgeschichte,4448
31.12.2012,45 Mauritz-Mitte,Ausländer,438
31.12.2012,45 Mauritz-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,627
31.12.2012,45 Mauritz-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,204
31.12.2012,45 Mauritz-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,8815
31.12.2012,46 Rumphorst,Ausländer,443
31.12.2012,46 Rumphorst,Deutsche mit persönlicher Migrationsvorgeschichte,623
31.12.2012,46 Rumphorst,Deutsche mit vererbter Migrationsvorgeschichte,241
31.12.2012,46 Rumphorst,Deutsche ohne erkennbare Migrationsvorgeschichte,6696
31.12.2012,47 Uppenberg,Ausländer,697
31.12.2012,47 Uppenberg,Deutsche mit persönlicher Migrationsvorgeschichte,816
31.12.2012,47 Uppenberg,Deutsche mit vererbter Migrationsvorgeschichte,296
31.12.2012,47 Uppenberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6757
31.12.2012,51 Gievenbeck,Ausländer,2535
31.12.2012,51 Gievenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,2673
31.12.2012,51 Gievenbeck,Deutsche mit vererbter Migrationsvorgeschichte,1215
31.12.2012,51 Gievenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,14393
31.12.2012,52 Sentrup,Ausländer,585
31.12.2012,52 Sentrup,Deutsche mit persönlicher Migrationsvorgeschichte,461
31.12.2012,52 Sentrup,Deutsche mit vererbter Migrationsvorgeschichte,140
31.12.2012,52 Sentrup,Deutsche ohne erkennbare Migrationsvorgeschichte,6236
31.12.2012,54 Mecklenbeck,Ausländer,486
31.12.2012,54 Mecklenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,986
31.12.2012,54 Mecklenbeck,Deutsche mit vererbter Migrationsvorgeschichte,298
31.12.2012,54 Mecklenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7079
31.12.2012,56 Albachten,Ausländer,416
31.12.2012,56 Albachten,Deutsche mit persönlicher Migrationsvorgeschichte,723
31.12.2012,56 Albachten,Deutsche mit vererbter Migrationsvorgeschichte,358
31.12.2012,56 Albachten,Deutsche ohne erkennbare Migrationsvorgeschichte,4493
31.12.2012,57 Roxel,Ausländer,701
31.12.2012,57 Roxel,Deutsche mit persönlicher Migrationsvorgeschichte,758
31.12.2012,57 Roxel,Deutsche mit vererbter Migrationsvorgeschichte,383
31.12.2012,57 Roxel,Deutsche ohne erkennbare Migrationsvorgeschichte,6974
31.12.2012,58 Nienberge,Ausländer,346
31.12.2012,58 Nienberge,Deutsche mit persönlicher Migrationsvorgeschichte,505
31.12.2012,58 Nienberge,Deutsche mit vererbter Migrationsvorgeschichte,197
31.12.2012,58 Nienberge,Deutsche ohne erkennbare Migrationsvorgeschichte,5728
31.12.2012,61 Coerde,Ausländer,1755
31.12.2012,61 Coerde,Deutsche mit persönlicher Migrationsvorgeschichte,2337
31.12.2012,61 Coerde,Deutsche mit vererbter Migrationsvorgeschichte,1025
31.12.2012,61 Coerde,Deutsche ohne erkennbare Migrationsvorgeschichte,5309
31.12.2012,62 Kinderhaus-Ost,Ausländer,506
31.12.2012,62 Kinderhaus-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,586
31.12.2012,62 Kinderhaus-Ost,Deutsche mit vererbter Migrationsvorgeschichte,207
31.12.2012,62 Kinderhaus-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,3660
31.12.2012,63 Kinderhaus-West,Ausländer,1503
31.12.2012,63 Kinderhaus-West,Deutsche mit persönlicher Migrationsvorgeschichte,1859
31.12.2012,63 Kinderhaus-West,Deutsche mit vererbter Migrationsvorgeschichte,687
31.12.2012,63 Kinderhaus-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6491
31.12.2012,68 Sprakel,Ausländer,150
31.12.2012,68 Sprakel,Deutsche mit persönlicher Migrationsvorgeschichte,258
31.12.2012,68 Sprakel,Deutsche mit vererbter Migrationsvorgeschichte,126
31.12.2012,68 Sprakel,Deutsche ohne erkennbare Migrationsvorgeschichte,2512
31.12.2012,71 Mauritz-Ost,Ausländer,402
31.12.2012,71 Mauritz-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,642
31.12.2012,71 Mauritz-Ost,Deutsche mit vererbter Migrationsvorgeschichte,229
31.12.2012,71 Mauritz-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,8979
31.12.2012,76 Gelmer-Dyckburg,Ausländer,225
31.12.2012,76 Gelmer-Dyckburg,Deutsche mit persönlicher Migrationsvorgeschichte,241
31.12.2012,76 Gelmer-Dyckburg,Deutsche mit vererbter Migrationsvorgeschichte,99
31.12.2012,76 Gelmer-Dyckburg,Deutsche ohne erkennbare Migrationsvorgeschichte,3058
31.12.2012,77 Handorf,Ausländer,358
31.12.2012,77 Handorf,Deutsche mit persönlicher Migrationsvorgeschichte,636
31.12.2012,77 Handorf,Deutsche mit vererbter Migrationsvorgeschichte,234
31.12.2012,77 Handorf,Deutsche ohne erkennbare Migrationsvorgeschichte,6731
31.12.2012,81 Gremmendorf-West,Ausländer,361
31.12.2012,81 Gremmendorf-West,Deutsche mit persönlicher Migrationsvorgeschichte,558
31.12.2012,81 Gremmendorf-West,Deutsche mit vererbter Migrationsvorgeschichte,238
31.12.2012,81 Gremmendorf-West,Deutsche ohne erkennbare Migrationsvorgeschichte,3534
31.12.2012,82 Gremmendorf-Ost,Ausländer,350
31.12.2012,82 Gremmendorf-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,486
31.12.2012,82 Gremmendorf-Ost,Deutsche mit vererbter Migrationsvorgeschichte,217
31.12.2012,82 Gremmendorf-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5465
31.12.2012,86 Angelmodde,Ausländer,780
31.12.2012,86 Angelmodde,Deutsche mit persönlicher Migrationsvorgeschichte,967
31.12.2012,86 Angelmodde,Deutsche mit vererbter Migrationsvorgeschichte,424
31.12.2012,86 Angelmodde,Deutsche ohne erkennbare Migrationsvorgeschichte,5356
31.12.2012,87 Wolbeck,Ausländer,449
31.12.2012,87 Wolbeck,Deutsche mit persönlicher Migrationsvorgeschichte,669
31.12.2012,87 Wolbeck,Deutsche mit vererbter Migrationsvorgeschichte,280
31.12.2012,87 Wolbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7439
31.12.2012,91 Berg Fidel,Ausländer,1052
31.12.2012,91 Berg Fidel,Deutsche mit persönlicher Migrationsvorgeschichte,1239
31.12.2012,91 Berg Fidel,Deutsche mit vererbter Migrationsvorgeschichte,422
31.12.2012,91 Berg Fidel,Deutsche ohne erkennbare Migrationsvorgeschichte,2977
31.12.2012,95 Hiltrup-Ost,Ausländer,286
31.12.2012,95 Hiltrup-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,587
31.12.2012,95 Hiltrup-Ost,Deutsche mit vererbter Migrationsvorgeschichte,200
31.12.2012,95 Hiltrup-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5332
31.12.2012,96 Hiltrup-Mitte,Ausländer,735
31.12.2012,96 Hiltrup-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,992
31.12.2012,96 Hiltrup-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,378
31.12.2012,96 Hiltrup-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,7829
31.12.2012,97 Hiltrup-West,Ausländer,768
31.12.2012,97 Hiltrup-West,Deutsche mit persönlicher Migrationsvorgeschichte,1125
31.12.2012,97 Hiltrup-West,Deutsche mit vererbter Migrationsvorgeschichte,576
31.12.2012,97 Hiltrup-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6726
31.12.2012,98 Amelsbüren,Ausländer,350
31.12.2012,98 Amelsbüren,Deutsche mit persönlicher Migrationsvorgeschichte,645
31.12.2012,98 Amelsbüren,Deutsche mit vererbter Migrationsvorgeschichte,370
31.12.2012,98 Amelsbüren,Deutsche ohne erkennbare Migrationsvorgeschichte,4896
31.12.2013,11 Aegidii,Ausländer,101
31.12.2013,11 Aegidii,Deutsche mit persönlicher Migrationsvorgeschichte,93
31.12.2013,11 Aegidii,Deutsche mit vererbter Migrationsvorgeschichte,26
31.12.2013,11 Aegidii,Deutsche ohne erkennbare Migrationsvorgeschichte,1242
31.12.2013,12 Überwasser,Ausländer,137
31.12.2013,12 Überwasser,Deutsche mit persönlicher Migrationsvorgeschichte,90
31.12.2013,12 Überwasser,Deutsche mit vererbter Migrationsvorgeschichte,20
31.12.2013,12 Überwasser,Deutsche ohne erkennbare Migrationsvorgeschichte,1138
31.12.2013,13 Dom,Ausländer,201
31.12.2013,13 Dom,Deutsche mit persönlicher Migrationsvorgeschichte,161
31.12.2013,13 Dom,Deutsche mit vererbter Migrationsvorgeschichte,27
31.12.2013,13 Dom,Deutsche ohne erkennbare Migrationsvorgeschichte,1862
31.12.2013,14 Buddenturm,Ausländer,157
31.12.2013,14 Buddenturm,Deutsche mit persönlicher Migrationsvorgeschichte,149
31.12.2013,14 Buddenturm,Deutsche mit vererbter Migrationsvorgeschichte,30
31.12.2013,14 Buddenturm,Deutsche ohne erkennbare Migrationsvorgeschichte,2079
31.12.2013,15 Martini,Ausländer,127
31.12.2013,15 Martini,Deutsche mit persönlicher Migrationsvorgeschichte,72
31.12.2013,15 Martini,Deutsche mit vererbter Migrationsvorgeschichte,14
31.12.2013,15 Martini,Deutsche ohne erkennbare Migrationsvorgeschichte,1177
31.12.2013,21 Pluggendorf,Ausländer,327
31.12.2013,21 Pluggendorf,Deutsche mit persönlicher Migrationsvorgeschichte,288
31.12.2013,21 Pluggendorf,Deutsche mit vererbter Migrationsvorgeschichte,27
31.12.2013,21 Pluggendorf,Deutsche ohne erkennbare Migrationsvorgeschichte,3769
31.12.2013,22 Josef,Ausländer,586
31.12.2013,22 Josef,Deutsche mit persönlicher Migrationsvorgeschichte,469
31.12.2013,22 Josef,Deutsche mit vererbter Migrationsvorgeschichte,85
31.12.2013,22 Josef,Deutsche ohne erkennbare Migrationsvorgeschichte,7543
31.12.2013,23 Bahnhof,Ausländer,160
31.12.2013,23 Bahnhof,Deutsche mit persönlicher Migrationsvorgeschichte,80
31.12.2013,23 Bahnhof,Deutsche mit vererbter Migrationsvorgeschichte,17
31.12.2013,23 Bahnhof,Deutsche ohne erkennbare Migrationsvorgeschichte,943
31.12.2013,24 Hansaplatz,Ausländer,488
31.12.2013,24 Hansaplatz,Deutsche mit persönlicher Migrationsvorgeschichte,414
31.12.2013,24 Hansaplatz,Deutsche mit vererbter Migrationsvorgeschichte,105
31.12.2013,24 Hansaplatz,Deutsche ohne erkennbare Migrationsvorgeschichte,5867
31.12.2013,25 Mauritz-West,Ausländer,413
31.12.2013,25 Mauritz-West,Deutsche mit persönlicher Migrationsvorgeschichte,288
31.12.2013,25 Mauritz-West,Deutsche mit vererbter Migrationsvorgeschichte,72
31.12.2013,25 Mauritz-West,Deutsche ohne erkennbare Migrationsvorgeschichte,5429
31.12.2013,26 Schlachthof,Ausländer,314
31.12.2013,26 Schlachthof,Deutsche mit persönlicher Migrationsvorgeschichte,419
31.12.2013,26 Schlachthof,Deutsche mit vererbter Migrationsvorgeschichte,194
31.12.2013,26 Schlachthof,Deutsche ohne erkennbare Migrationsvorgeschichte,4304
31.12.2013,27 Kreuz,Ausländer,587
31.12.2013,27 Kreuz,Deutsche mit persönlicher Migrationsvorgeschichte,588
31.12.2013,27 Kreuz,Deutsche mit vererbter Migrationsvorgeschichte,159
31.12.2013,27 Kreuz,Deutsche ohne erkennbare Migrationsvorgeschichte,11216
31.12.2013,28 Neutor,Ausländer,480
31.12.2013,28 Neutor,Deutsche mit persönlicher Migrationsvorgeschichte,287
31.12.2013,28 Neutor,Deutsche mit vererbter Migrationsvorgeschichte,70
31.12.2013,28 Neutor,Deutsche ohne erkennbare Migrationsvorgeschichte,3451
31.12.2013,29 Schloss,Ausländer,197
31.12.2013,29 Schloss,Deutsche mit persönlicher Migrationsvorgeschichte,154
31.12.2013,29 Schloss,Deutsche mit vererbter Migrationsvorgeschichte,29
31.12.2013,29 Schloss,Deutsche ohne erkennbare Migrationsvorgeschichte,1865
31.12.2013,31 Aaseestadt,Ausländer,473
31.12.2013,31 Aaseestadt,Deutsche mit persönlicher Migrationsvorgeschichte,562
31.12.2013,31 Aaseestadt,Deutsche mit vererbter Migrationsvorgeschichte,177
31.12.2013,31 Aaseestadt,Deutsche ohne erkennbare Migrationsvorgeschichte,4322
31.12.2013,32 Geist,Ausländer,558
31.12.2013,32 Geist,Deutsche mit persönlicher Migrationsvorgeschichte,674
31.12.2013,32 Geist,Deutsche mit vererbter Migrationsvorgeschichte,217
31.12.2013,32 Geist,Deutsche ohne erkennbare Migrationsvorgeschichte,7415
31.12.2013,33 Schützenhof,Ausländer,717
31.12.2013,33 Schützenhof,Deutsche mit persönlicher Migrationsvorgeschichte,660
31.12.2013,33 Schützenhof,Deutsche mit vererbter Migrationsvorgeschichte,236
31.12.2013,33 Schützenhof,Deutsche ohne erkennbare Migrationsvorgeschichte,6019
31.12.2013,34 Düesberg,Ausländer,378
31.12.2013,34 Düesberg,Deutsche mit persönlicher Migrationsvorgeschichte,497
31.12.2013,34 Düesberg,Deutsche mit vererbter Migrationsvorgeschichte,134
31.12.2013,34 Düesberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6026
31.12.2013,43 Hafen,Ausländer,142
31.12.2013,43 Hafen,Deutsche mit persönlicher Migrationsvorgeschichte,48
31.12.2013,43 Hafen,Deutsche mit vererbter Migrationsvorgeschichte,25
31.12.2013,43 Hafen,Deutsche ohne erkennbare Migrationsvorgeschichte,848
31.12.2013,44 Herz-Jesu,Ausländer,298
31.12.2013,44 Herz-Jesu,Deutsche mit persönlicher Migrationsvorgeschichte,373
31.12.2013,44 Herz-Jesu,Deutsche mit vererbter Migrationsvorgeschichte,103
31.12.2013,44 Herz-Jesu,Deutsche ohne erkennbare Migrationsvorgeschichte,4374
31.12.2013,45 Mauritz-Mitte,Ausländer,466
31.12.2013,45 Mauritz-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,620
31.12.2013,45 Mauritz-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,210
31.12.2013,45 Mauritz-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,8931
31.12.2013,46 Rumphorst,Ausländer,475
31.12.2013,46 Rumphorst,Deutsche mit persönlicher Migrationsvorgeschichte,636
31.12.2013,46 Rumphorst,Deutsche mit vererbter Migrationsvorgeschichte,231
31.12.2013,46 Rumphorst,Deutsche ohne erkennbare Migrationsvorgeschichte,6723
31.12.2013,47 Uppenberg,Ausländer,725
31.12.2013,47 Uppenberg,Deutsche mit persönlicher Migrationsvorgeschichte,802
31.12.2013,47 Uppenberg,Deutsche mit vererbter Migrationsvorgeschichte,315
31.12.2013,47 Uppenberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6767
31.12.2013,51 Gievenbeck,Ausländer,2560
31.12.2013,51 Gievenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,2649
31.12.2013,51 Gievenbeck,Deutsche mit vererbter Migrationsvorgeschichte,1248
31.12.2013,51 Gievenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,14617
31.12.2013,52 Sentrup,Ausländer,599
31.12.2013,52 Sentrup,Deutsche mit persönlicher Migrationsvorgeschichte,453
31.12.2013,52 Sentrup,Deutsche mit vererbter Migrationsvorgeschichte,146
31.12.2013,52 Sentrup,Deutsche ohne erkennbare Migrationsvorgeschichte,6270
31.12.2013,54 Mecklenbeck,Ausländer,533
31.12.2013,54 Mecklenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,977
31.12.2013,54 Mecklenbeck,Deutsche mit vererbter Migrationsvorgeschichte,313
31.12.2013,54 Mecklenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7126
31.12.2013,56 Albachten,Ausländer,453
31.12.2013,56 Albachten,Deutsche mit persönlicher Migrationsvorgeschichte,736
31.12.2013,56 Albachten,Deutsche mit vererbter Migrationsvorgeschichte,382
31.12.2013,56 Albachten,Deutsche ohne erkennbare Migrationsvorgeschichte,4557
31.12.2013,57 Roxel,Ausländer,746
31.12.2013,57 Roxel,Deutsche mit persönlicher Migrationsvorgeschichte,812
31.12.2013,57 Roxel,Deutsche mit vererbter Migrationsvorgeschichte,420
31.12.2013,57 Roxel,Deutsche ohne erkennbare Migrationsvorgeschichte,6986
31.12.2013,58 Nienberge,Ausländer,394
31.12.2013,58 Nienberge,Deutsche mit persönlicher Migrationsvorgeschichte,496
31.12.2013,58 Nienberge,Deutsche mit vererbter Migrationsvorgeschichte,218
31.12.2013,58 Nienberge,Deutsche ohne erkennbare Migrationsvorgeschichte,5698
31.12.2013,61 Coerde,Ausländer,1862
31.12.2013,61 Coerde,Deutsche mit persönlicher Migrationsvorgeschichte,2294
31.12.2013,61 Coerde,Deutsche mit vererbter Migrationsvorgeschichte,1043
31.12.2013,61 Coerde,Deutsche ohne erkennbare Migrationsvorgeschichte,5229
31.12.2013,62 Kinderhaus-Ost,Ausländer,544
31.12.2013,62 Kinderhaus-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,571
31.12.2013,62 Kinderhaus-Ost,Deutsche mit vererbter Migrationsvorgeschichte,205
31.12.2013,62 Kinderhaus-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,3701
31.12.2013,63 Kinderhaus-West,Ausländer,1483
31.12.2013,63 Kinderhaus-West,Deutsche mit persönlicher Migrationsvorgeschichte,1832
31.12.2013,63 Kinderhaus-West,Deutsche mit vererbter Migrationsvorgeschichte,718
31.12.2013,63 Kinderhaus-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6446
31.12.2013,68 Sprakel,Ausländer,149
31.12.2013,68 Sprakel,Deutsche mit persönlicher Migrationsvorgeschichte,266
31.12.2013,68 Sprakel,Deutsche mit vererbter Migrationsvorgeschichte,132
31.12.2013,68 Sprakel,Deutsche ohne erkennbare Migrationsvorgeschichte,2506
31.12.2013,71 Mauritz-Ost,Ausländer,442
31.12.2013,71 Mauritz-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,639
31.12.2013,71 Mauritz-Ost,Deutsche mit vererbter Migrationsvorgeschichte,228
31.12.2013,71 Mauritz-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,8981
31.12.2013,76 Gelmer-Dyckburg,Ausländer,249
31.12.2013,76 Gelmer-Dyckburg,Deutsche mit persönlicher Migrationsvorgeschichte,242
31.12.2013,76 Gelmer-Dyckburg,Deutsche mit vererbter Migrationsvorgeschichte,113
31.12.2013,76 Gelmer-Dyckburg,Deutsche ohne erkennbare Migrationsvorgeschichte,3054
31.12.2013,77 Handorf,Ausländer,368
31.12.2013,77 Handorf,Deutsche mit persönlicher Migrationsvorgeschichte,621
31.12.2013,77 Handorf,Deutsche mit vererbter Migrationsvorgeschichte,244
31.12.2013,77 Handorf,Deutsche ohne erkennbare Migrationsvorgeschichte,6699
31.12.2013,81 Gremmendorf-West,Ausländer,372
31.12.2013,81 Gremmendorf-West,Deutsche mit persönlicher Migrationsvorgeschichte,556
31.12.2013,81 Gremmendorf-West,Deutsche mit vererbter Migrationsvorgeschichte,247
31.12.2013,81 Gremmendorf-West,Deutsche ohne erkennbare Migrationsvorgeschichte,3654
31.12.2013,82 Gremmendorf-Ost,Ausländer,401
31.12.2013,82 Gremmendorf-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,483
31.12.2013,82 Gremmendorf-Ost,Deutsche mit vererbter Migrationsvorgeschichte,217
31.12.2013,82 Gremmendorf-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5425
31.12.2013,86 Angelmodde,Ausländer,952
31.12.2013,86 Angelmodde,Deutsche mit persönlicher Migrationsvorgeschichte,980
31.12.2013,86 Angelmodde,Deutsche mit vererbter Migrationsvorgeschichte,439
31.12.2013,86 Angelmodde,Deutsche ohne erkennbare Migrationsvorgeschichte,5420
31.12.2013,87 Wolbeck,Ausländer,502
31.12.2013,87 Wolbeck,Deutsche mit persönlicher Migrationsvorgeschichte,685
31.12.2013,87 Wolbeck,Deutsche mit vererbter Migrationsvorgeschichte,321
31.12.2013,87 Wolbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7416
31.12.2013,91 Berg Fidel,Ausländer,1072
31.12.2013,91 Berg Fidel,Deutsche mit persönlicher Migrationsvorgeschichte,1203
31.12.2013,91 Berg Fidel,Deutsche mit vererbter Migrationsvorgeschichte,445
31.12.2013,91 Berg Fidel,Deutsche ohne erkennbare Migrationsvorgeschichte,2953
31.12.2013,95 Hiltrup-Ost,Ausländer,271
31.12.2013,95 Hiltrup-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,585
31.12.2013,95 Hiltrup-Ost,Deutsche mit vererbter Migrationsvorgeschichte,213
31.12.2013,95 Hiltrup-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5289
31.12.2013,96 Hiltrup-Mitte,Ausländer,735
31.12.2013,96 Hiltrup-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,980
31.12.2013,96 Hiltrup-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,376
31.12.2013,96 Hiltrup-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,7836
31.12.2013,97 Hiltrup-West,Ausländer,767
31.12.2013,97 Hiltrup-West,Deutsche mit persönlicher Migrationsvorgeschichte,1142
31.12.2013,97 Hiltrup-West,Deutsche mit vererbter Migrationsvorgeschichte,565
